State,Value
 111 111   1,-1.766649687
 111 111  1 ,-1.766649687
 111 111  11,-0.09036875
 111 111 1  ,-1.766649687
 111 111 1 1,-0.04286875
 111 111 11 ,-0.13549375
 111 111 111,-0.904875
 111 1111   ,-1.766649687
 111 1111  1,-0.09036875
 111 1111 1 ,-0.09036875
 111 1111 11,-1.807375
 111 11111  ,-0.99286875
 111 11111 1,-0.904875
 111 111111 ,-1.807375
 111 1111111,-0.0475
1111,-0.95
 1111      1,-1.519618234
 1111     1 ,-0.872520093
 1111     11,-0.081557797
 1111    1  ,-1.472118234
 1111    1 1,-0.038689047
 1111    11 ,-0.988689047
 1111    111,-0.816649687
 1111   1   ,-0.0475
 1111   1  1,0.820942203
 1111   1 1 ,-0.086189047
 1111   1 11,-1.766649687
 1111   11  ,-0.081557797
 1111   11 1,-1.723780938
 1111   111 ,-0.816649687
 1111   1111,-0.99286875
 1111  1    ,-1.607611984
 1111  1   1,-0.038689047
 1111  1  1 ,-0.129057797
 1111  1  11,-0.909274688
 1111  1 1  ,-0.038689047
 1111  1 1 1,-0.816649687
 1111  1 11 ,-1.631155937
 1111  1 111,-0.09036875
 1111  11   ,-0.038689047
 1111  11  1,-2.581155937
 1111  11 1 ,-1.631155937
 1111  11 11,-0.09036875
 1111  111  ,-1.631155937
 1111  111 1,0.85963125
 1111  1111 ,-0.99286875
 1111  11111,-1.807375
 1111 1     ,-1.376993234
 1111 1    1,0.780216891
 1111 1   1 ,0.918442203
 1111 1   11,-0.909274688
 1111 1  1  ,1.775817203
 1111 1  1 1,-1.766649687
 1111 1  11 ,-1.766649687
 1111 1  111,-0.99286875
 1111 1 1   ,-0.081557797
 1111 1 1  1,-0.766649687
 1111 1 1 1 ,-0.678655937
 1111 1 1 11,1.85963125
 1111 1 11  ,-1.766649687
 1111 1 11 1,0.00713125
 1111 1 111 ,-0.99286875
 1111 1 1111,1.045125
 1111 11    ,0.692223141
 1111 11   1,-1.631155937
 1111 11  1 ,0.085850313
 1111 11  11,-0.04286875
 1111 11 1  ,-1.766649687
 1111 11 1 1,-0.99286875
 1111 11 11 ,-0.99286875
 1111 11 111,-1.807375
 1111 111   ,-1.766649687
 1111 111  1,1.85963125
 1111 111 1 ,-0.99286875
 1111 111 11,-1.807375
 1111 1111  ,-0.99286875
 1111 1111 1,-1.807375
 1111 11111 ,-0.904875
 1111 111111,-0.0475
11111,-0.95
 11111     1,0.728317203
 11111    1 ,-0.95
 11111    11,-0.864149687
 11111   1  ,-0.038689047
 11111   1 1,-2.581155938
 11111   11 ,-2.581155937
 11111   111,-0.99286875
 11111  1   ,0.775817203
 11111  1  1,-1.766649687
 11111  1 1 ,-1.766649687
 11111  1 11,-0.99286875
 11111  11  ,-0.816649687
 11111  11 1,-0.09036875
 11111  111 ,-0.99286875
 11111  1111,-0.904875
 11111 1    ,0
 11111 1   1,-0.95
 11111 1  1 ,-1.678655937
 11111 1  11,-0.09036875
 11111 1 1  ,-1.766649687
 11111 1 1 1,-0.99286875
 11111 1 11 ,-0.99286875
 11111 1 111,-1.807375
 11111 11   ,-1.766649687
 11111 11  1,-0.99286875
 11111 11 1 ,-0.09036875
 11111 11 11,0.095125
 11111 111  ,-0.95
 11111 111 1,-0.904875
 11111 1111 ,1.045125
 11111 11111,0.9025
111111,0.961310953
 111111    1,-1.766649687
 111111   1 ,-1.766649687
 111111   11,0.00713125
 111111  1  ,-1.766649687
 111111  1 1,0.00713125
 111111  11 ,1.85963125
 111111  111,-1.807375
 111111 1   ,-1.581155937
 111111 1  1,-0.09036875
 111111 1 1 ,-0.09036875
 111111 1 11,-1.807375
 111111 11  ,0.00713125
 111111 11 1,-1.807375
 111111 111 ,-0.857375
 111111 1111,-0.0475
1111111,-0.864149687
 1111111   1,-0.04286875
 1111111  1 ,-0.09036875
 1111111  11,-0.904875
 1111111 1  ,-0.09036875
 1111111 1 1,-0.807375
 1111111 11 ,-1.807375
 1111111 111,-0.0475
11111111,0.76700625
 11111111  1,-1.807375
 11111111 1 ,-1.807375
 11111111 11,0.9525
111111111,-1.807375
 111111111 1,0.9525
1111111111,-0.0475
11111111111,-0.95
1,-0.603716957
1          1,-0.03151247
1         1 ,-0.03151247
1         11,0.033171022
1        1  ,-0.03151247
1        1 1,-0.665166275
1        11 ,-0.665166275
1        111,-0.034916865
1       1   ,0
1       1  1,0.033171022
1       1 1 ,-0.665166275
1       1 11,-0.04286875
1       11  ,-0.703855321
1       11 1,-0.073605912
1       111 ,-0.034916865
1       1111,-0.741206046
1      1    ,-0.03151247
1      1   1,-0.665166275
1      1  1 ,-0.63024941
1      1  11,-0.034916865
1      1 1  ,-0.665166275
1      1 1 1,-0.034916865
1      1 11 ,0.700175026
1      1 111,-0.737026343
1      11   ,-0.665166275
1      11  1,-0.034916865
1      11 1 ,-0.082416865
1      11 11,-0.827395093
1      111  ,0
1      111 1,-1.648337296
1      1111 ,-0.784526343
1      11111,-0.086189047
1     1     ,0
1     1    1,-0.703855321
1     1   1 ,-0.665166275
1     1   11,-0.034916865
1     1  1  ,-0.703855321
1     1  1 1,0.700175026
1     1  11 ,-0.073605912
1     1  111,0.036754595
1     1 1   ,-0.703855321
1     1 1  1,-0.04286875
1     1 1 1 ,-0.034916865
1     1 1 11,-0.657611984
1     1 11  ,0
1     1 11 1,-0.95
1     1 111 ,-0.691901343
1     1 1111,-0.129057797
1     11    ,-0.665166275
1     11   1,-0.034916865
1     11  1 ,-0.034916865
1     11  11,-0.779895093
1     11 1  ,0
1     11 1 1,-0.745837296
1     11 11 ,-0.737026343
1     11 111,-0.081557797
1     111   ,0
1     111  1,-0.95
1     111 1 ,-0.737026343
1     111 11,-0.081557797
1     1111  ,-0.95
1     1111 1,-0.031557797
1     11111 ,-0.174182797
1     111111,-1.581155937
1    1      ,0
1    1     1,-0.703855321
1    1    1 ,-0.708035025
1    1    11,-0.073605912
1    1   1  ,-0.665166275
1    1   1 1,-0.034916865
1    1   11 ,-0.034916865
1    1   111,-0.737026343
1    1  1   ,-0.703855321
1    1  1  1,-0.073605912
1    1  1 1 ,-0.0475
1    1  1 11,0.077479907
1    1  11  ,-0.034916865
1    1  11 1,-0.95
1    1  111 ,-1.687026343
1    1  1111,-0.081557797
1    1 1    ,-0.703855321
1    1 1   1,-0.034916865
1    1 1  1 ,-0.0475
1    1 1  11,-0.612486984
1    1 1 1  ,-0.034916865
1    1 1 1 1,-0.698337296
1    1 1 11 ,-0.779895093
1    1 1 111,-0.129057797
1    1 11   ,-0.292693724
1    1 11  1,-0.737026343
1    1 11 1 ,-2.544401343
1    1 11 11,0.103935953
1    1 111  ,-1.426993234
1    1 111 1,-0.081557797
1    1 1111 ,1.775817203
1    1 11111,-0.864149687
1    11     ,-0.703855321
1    11    1,-0.034916865
1    11   1 ,0.700175026
1    11   11,-0.737026343
1    11  1  ,-0.034916865
1    11  1 1,-0.820620405
1    11  11 ,-0.779895093
1    11  111,-0.038689047
1    11 1   ,0.740900338
1    11 1  1,-0.779895093
1    11 1 1 ,-2.544401343
1    11 1 11,-0.081557797
1    11 11  ,-1.426993234
1    11 11 1,-0.086189047
1    11 111 ,0
1    11 1111,-0.864149687
1    111    ,0
1    111   1,-0.779895093
1    111  1 ,-1.729895093
1    111  11,0.006435953
1    111 1  ,-0.820620405
1    111 1 1,-0.081557797
1    111 11 ,-0.038689047
1    111 111,-0.909274688
1    1111   ,-0.868120405
1    1111  1,-0.086189047
1    1111 1 ,2.678317203
1    1111 11,-1.678655937
1    11111  ,-0.174182797
1    11111 1,0.090725313
1    111111 ,-1.766649687
1    1111111,0.95713125
1   1       ,-0.03151247
1   1      1,-0.665166275
1   1     1 ,-0.63024941
1   1     11,-0.034916865
1   1    1  ,-0.665166275
1   1    1 1,-0.073605912
1   1    11 ,-0.034916865
1   1    111,-0.737026343
1   1   1   ,-0.665166275
1   1   1  1,-0.034916865
1   1   1 1 ,0.700175026
1   1   1 11,0.077479907
1   1   11  ,0
1   1   11 1,-1.641901343
1   1   111 ,-0.779895093
1   1   1111,-0.896064047
1   1  1    ,-0.665166275
1   1  1   1,-0.034916865
1   1  1  1 ,-0.034916865
1   1  1  11,0.077479907
1   1  1 1  ,-0.034916865
1   1  1 1 1,-0.779895093
1   1  1 11 ,-0.857375
1   1  1 111,-0.081557797
1   1  11   ,-0.034916865
1   1  11  1,0.036754595
1   1  11 1 ,-0.872520093
1   1  11 11,-0.086189047
1   1  111  ,-0.737026343
1   1  111 1,-0.081557797
1   1  1111 ,-0.038689047
1   1  11111,-2.581155937
1   1 1     ,-0.665166275
1   1 1    1,-0.034916865
1   1 1   1 ,-0.034916865
1   1 1   11,0.077479907
1   1 1  1  ,0
1   1 1  1 1,-0.745837296
1   1 1  11 ,0.036754595
1   1 1  111,-0.081557797
1   1 1 1   ,0
1   1 1 1  1,-0.904875
1   1 1 1 1 ,-0.779895093
1   1 1 1 11,-0.081557797
1   1 1 11  ,-0.956114155
1   1 1 11 1,1.820942203
1   1 1 111 ,-0.081557797
1   1 1 1111,-1.766649687
1   1 11    ,-0.034916865
1   1 11   1,-0.006114155
1   1 11  1 ,-0.737026343
1   1 11  11,-0.081557797
1   1 11 1  ,-0.737026343
1   1 11 1 1,-0.081557797
1   1 11 11 ,-0.122283109
1   1 11 111,-1.766649687
1   1 111   ,0.036754595
1   1 111  1,-0.081557797
1   1 111 1 ,-0.081557797
1   1 111 11,-1.723780937
1   1 1111  ,-0.081557797
1   1 1111 1,-2.581155937
1   1 11111 ,-1.766649687
1   1 111111,-0.13549375
1   11      ,-0.665166275
1   11     1,-0.034916865
1   11    1 ,-0.034916865
1   11    11,0.077479907
1   11   1  ,-0.034916865
1   11   1 1,0.036754595
1   11   11 ,-1.472118234
1   11   111,-0.122283109
1   11  1   ,-0.034916865
1   11  1  1,-0.737026343
1   11  1 1 ,-0.872520093
1   11  1 11,-0.988689047
1   11  11  ,0.036754595
1   11  11 1,-0.081557797
1   11  111 ,-0.122283109
1   11  1111,-0.864149687
1   11 1    ,-0.073605912
1   11 1   1,0.077479907
1   11 1  1 ,-0.872520093
1   11 1  11,-0.95
1   11 1 1  ,-0.820620405
1   11 1 1 1,-0.122283109
1   11 1 11 ,0.006435953
1   11 1 111,-0.864149687
1   11 11   ,-0.872520093
1   11 11  1,-0.988689047
1   11 11 1 ,0.918442203
1   11 11 11,-1.678655937
1   11 111  ,-0.081557797
1   11 111 1,-1.631155937
1   11 1111 ,-1.766649687
1   11 11111,0.95713125
1   111     ,-0.034916865
1   111    1,-1.594401343
1   111   1 ,-0.737026343
1   111   11,-0.081557797
1   111  1  ,-0.737026343
1   111  1 1,-0.081557797
1   111  11 ,-0.081557797
1   111  111,-0.773780937
1   111 1   ,-0.779895093
1   111 1  1,-0.038689047
1   111 1 1 ,0
1   111 1 11,0.040725313
1   111 11  ,-1.031557797
1   111 11 1,0.085850313
1   111 111 ,-1.766649687
1   111 1111,-0.99286875
1   1111    ,-0.820620405
1   1111   1,-0.081557797
1   1111  11,-1.678655937
1   1111 1  ,-0.081557797
1   1111 1 1,-1.766649687
1   1111 11 ,-1.766649688
1   1111 111,-0.04286875
1   11111   ,-0.081557797
1   11111  1,0.040725313
1   11111 1 ,-1.766649687
1   11111 11,-0.13549375
1   111111  ,-1.766649687
1   111111 1,-0.09036875
1   1111111 ,1.85963125
1   11111111,-1.807375
1  1        ,0.657306276
1  1       1,-0.703855321
1  1      1 ,-0.740609916
1  1      11,-0.034916865
1  1     1  ,0
1  1     1 1,-0.034916865
1  1     11 ,-0.073605912
1  1     111,-0.737026343
1  1    1   ,-0.703855321
1  1    1  1,-0.034916865
1  1    1 1 ,0.740900338
1  1    1 11,0.077479907
1  1    11  ,0.740900338
1  1    11 1,-0.95
1  1    111 ,-0.779895093
1  1    1111,-0.174182797
1  1   1    ,-0.703855321
1  1   1   1,0
1  1   1  1 ,-0.073605912
1  1   1  11,-0.820620405
1  1   1 1  ,-0.034916865
1  1   1 1 1,-0.737026343
1  1   1 11 ,-0.737026343
1  1   1 111,-0.081557797
1  1   11   ,0.779589385
1  1   11  1,-1.426993234
1  1   11 1 ,-0.827395093
1  1   11 11,-0.081557797
1  1   111  ,-0.857375
1  1   111 1,-0.038689047
1  1   1111 ,1.549598141
1  1   11111,-1.678655937
1  1  1     ,-0.703855321
1  1  1    1,0.700175026
1  1  1   1 ,0
1  1  1   11,-1.472118234
1  1  1  1  ,-0.034916865
1  1  1  1 1,-0.779895093
1  1  1  11 ,0.077479907
1  1  1  111,-0.214908109
1  1  1 1   ,0.779589385
1  1  1 1  1,-0.820620405
1  1  1 1 1 ,-1.472118234
1  1  1 1 11,-0.174182797
1  1  1 11  ,-0.95
1  1  1 11 1,-0.95
1  1  1 111 ,-0.943564047
1  1  1 1111,0.183350313
1  1  11    ,-0.073605912
1  1  11   1,-0.779895093
1  1  11  1 ,-0.779895093
1  1  11  11,0.820942203
1  1  11 1  ,-0.820620405
1  1  11 1 1,-0.174182797
1  1  11 11 ,-0.896064047
1  1  11 111,-1.766649687
1  1  111   ,-1.514986984
1  1  111  1,-0.95
1  1  111 1 ,1.549598141
1  1  111 11,-1.678655937
1  1  1111  ,-0.129057797
1  1  1111 1,-0.766649687
1  1  11111 ,-1.766649687
1  1  111111,2.71700625
1  1 1      ,-1.529315962
1  1 1     1,0
1  1 1    1 ,-0.034916865
1  1 1    11,-1.687026343
1  1 1   1  ,-0.95
1  1 1   1 1,-0.737026343
1  1 1   11 ,0.077479907
1  1 1   111,-0.081557797
1  1 1  1   ,0.786025338
1  1 1  1  1,-0.95
1  1 1  1 1 ,-0.827395093
1  1 1  1 11,-0.129057797
1  1 1  11  ,-1.426993234
1  1 1  11 1,0
1  1 1  111 ,-0.95
1  1 1  1111,-0.909274687
1  1 1 1    ,-0.95
1  1 1 1   1,-1.770620405
1  1 1 1  1 ,-0.95
1  1 1 1  11,-0.129057797
1  1 1 1 1  ,-0.779895093
1  1 1 1 1 1,-0.081557797
1  1 1 1 11 ,-0.174182797
1  1 1 1 111,-1.678655937
1  1 1 11   ,-1.426993234
1  1 1 11  1,-0.038689047
1  1 1 11 1 ,-1.031557797
1  1 1 11 11,-0.678655937
1  1 1 111  ,-0.129057797
1  1 1 111 1,-2.581155937
1  1 1 1111 ,-1.678655937
1  1 1 11111,-0.13549375
1  1 11     ,0
1  1 11    1,-2.544401343
1  1 11   1 ,-1.687026343
1  1 11   11,0.006435953
1  1 11  1  ,-1.729895093
1  1 11  1 1,0.728317203
1  1 11  11 ,-0.081557797
1  1 11  111,-1.678655937
1  1 11 1   ,-1.641901343
1  1 11 1  1,-0.038689047
1  1 11 1 11,-1.631155937
1  1 11 11  ,0.728317203
1  1 11 11 1,-0.678655937
1  1 11 111 ,-1.678655937
1  1 11 1111,-0.09036875
1  1 111    ,-0.779895093
1  1 111   1,-0.038689047
1  1 111  1 ,-0.95
1  1 111  11,-1.766649687
1  1 111 1  ,-0.95
1  1 111 1 1,-0.864149687
1  1 111 11 ,-0.95
1  1 111 111,-0.09036875
1  1 1111  1,0.085850313
1  1 1111 1 ,-1.766649687
1  1 1111 11,-0.09036875
1  1 11111  ,-1.766649687
1  1 11111 1,-0.09036875
1  1 111111 ,0.85963125
1  1 1111111,-1.807375
1  11       ,-0.703855321
1  11      1,0.740900338
1  11     1 ,0
1  11     11,0.077479907
1  11    1  ,-0.034916865
1  11    1 1,-0.779895093
1  11    11 ,0.077479907
1  11    111,-0.122283109
1  11   1   ,0
1  11   1  1,-0.820620405
1  11   1 1 ,-0.779895093
1  11   1 11,-0.081557797
1  11   11  ,-1.426993234
1  11   11 1,0.775817203
1  11   111 ,-0.081557797
1  11   1111,-1.766649688
1  11  1    ,-0.073605912
1  11  1   1,-1.472118234
1  11  1  1 ,0.077479907
1  11  1  11,-0.081557797
1  11  1 1  ,-0.779895093
1  11  1 1 1,-0.038689047
1  11  1 11 ,-0.081557797
1  11  1 111,0.085850313
1  11  11   ,-0.820620405
1  11  11  1,-0.038689047
1  11  11 1 ,-0.129057797
1  11  11 11,-1.631155937
1  11  111  ,0.692223141
1  11  111 1,-0.728655937
1  11  1111 ,-0.773780937
1  11  11111,0.85963125
1  11 1     ,-0.073605912
1  11 1    1,-0.95
1  11 1   1 ,-1.472118234
1  11 1   11,-0.95
1  11 1  1  ,-0.779895093
1  11 1  1 1,-0.086189047
1  11 1  11 ,-0.081557797
1  11 1  111,-0.909274687
1  11 1 1   ,-1.729895093
1  11 1 1  1,0.9025
1  11 1 1 1 ,0.820942203
1  11 1 1 11,-1.766649687
1  11 1 11  ,-0.943564047
1  11 1 11 1,-0.766649687
1  11 1 111 ,-1.723780938
1  11 1 1111,-0.99286875
1  11 11    ,-0.657611984
1  11 11   1,-0.95
1  11 11  1 ,-0.943564047
1  11 11  11,-1.766649687
1  11 11 1  ,-0.943564047
1  11 11 1 1,-1.631155937
1  11 11 11 ,-1.766649687
1  11 11 111,-0.99286875
1  11 111   ,-0.174182797
1  11 111  1,-1.631155937
1  11 111 1 ,-1.766649687
1  11 111 11,-0.09036875
1  11 1111  ,-1.678655937
1  11 1111 1,-0.99286875
1  11 11111 ,-0.13549375
1  11 111111,-1.807375
1  111      ,0
1  111     1,-0.956114155
1  111    1 ,-0.779895093
1  111    11,-0.257776859
1  111   1  ,0.077479907
1  111   1 1,-0.081557797
1  111   11 ,-0.081557797
1  111   111,0.040725313
1  111  1   ,-1.607611984
1  111  1  1,-0.038689047
1  111  1 1 ,0.735091891
1  111  1 11,-1.631155937
1  111  11  ,-0.081557797
1  111  11 1,-1.631155937
1  111  111 ,0.085850313
1  111  1111,-0.99286875
1  111 1    ,-0.820620405
1  111 1   1,-0.081557797
1  111 1  1 ,-0.943564047
1  111 1  11,-1.766649687
1  111 1 1  ,-0.081557797
1  111 1 1 1,0.085850313
1  111 1 11 ,-1.766649687
1  111 1 111,-0.99286875
1  111 11   ,0.728317203
1  111 11  1,-1.766649687
1  111 11 1 ,-0.678655937
1  111 11 11,-0.99286875
1  111 111  ,-1.631155937
1  111 111 1,-0.99286875
1  111 1111 ,-0.99286875
1  111 11111,0.095125
1  1111     ,-1.519618234
1  1111    1,-0.95
1  1111   1 ,-0.95
1  1111   11,-0.864149687
1  1111  1  ,-0.95
1  1111  1 1,-1.766649687
1  1111  11 ,-1.631155937
1  1111  111,-0.09036875
1  1111 1   ,0.599598141
1  1111 1  1,-1.766649687
1  1111 1 1 ,-1.678655937
1  1111 1 11,-0.09036875
1  1111 11  ,-1.766649687
1  1111 11 1,-0.99286875
1  1111 111 ,-0.09036875
1  1111 1111,0.095125
1  11111    ,-0.129057797
1  11111   1,-1.766649687
1  11111  1 ,-0.728655937
1  11111  11,-0.09036875
1  11111 1  ,0.040725313
1  11111 1 1,-0.09036875
1  11111 11 ,-0.09036875
1  11111 111,-1.807375
1  111111   ,-1.766649687
1  111111  1,-0.09036875
1  111111 1 ,0.85963125
1  111111 11,-0.904875
1  1111111  ,-0.99286875
1  1111111 1,0.095125
1  11111111 ,-1.807375
1  111111111,0.9525
1 1         ,-0.03151247
1 1        1,-0.665166275
1 1       1 ,-0.665166275
1 1       11,-0.034916865
1 1      1  ,-0.665166275
1 1      1 1,-0.034916865
1 1      11 ,-0.034916865
1 1      111,-0.737026343
1 1     1   ,-0.665166275
1 1     1  1,-0.034916865
1 1     1 1 ,0
1 1     1 11,-0.737026343
1 1     11  ,0
1 1     11 1,-1.562486984
1 1     111 ,-0.779895093
1 1     1111,-0.129057797
1 1    1    ,-0.665166275
1 1    1   1,-0.034916865
1 1    1  1 ,-0.034916865
1 1    1  11,-0.741206046
1 1    1 1  ,-0.034916865
1 1    1 1 1,-0.737026343
1 1    1 11 ,-1.472118234
1 1    1 111,0
1 1    11   ,0
1 1    11  1,-0.657611984
1 1    11 1 ,-0.691901343
1 1    11 11,-0.081557797
1 1    111  ,0.036754595
1 1    111 1,-0.081557797
1 1    1111 ,-0.086189047
1 1    11111,-1.678655937
1 1   1     ,-0.740609916
1 1   1    1,0
1 1   1   1 ,-0.073605912
1 1   1   11,-0.698337296
1 1   1  1  ,-0.034916865
1 1   1  1 1,-1.562486984
1 1   1  11 ,-0.737026343
1 1   1  111,-0.081557797
1 1   1 1   ,0
1 1   1 1  1,-0.95
1 1   1 1 1 ,-0.737026343
1 1   1 1 11,-0.129057797
1 1   1 11  ,-0.827395093
1 1   1 11 1,0.961310953
1 1   1 111 ,-0.0475
1 1   1 1111,-0.909274688
1 1   11    ,-0.034916865
1 1   11   1,-0.857375
1 1   11  1 ,-0.737026343
1 1   11  11,-0.038689047
1 1   11 1  ,-0.698337296
1 1   11 1 1,-0.038689047
1 1   11 11 ,-0.122283109
1 1   11 111,-0.816649687
1 1   111   ,-0.741206046
1 1   111  1,-0.081557797
1 1   111 1 ,-0.081557797
1 1   111 11,0.040725313
1 1   1111  ,-0.896064047
1 1   1111 1,-2.581155937
1 1   11111 ,-0.95
1 1   111111,-0.13549375
1 1  1      ,-0.904875
1 1  1     1,0.749270744
1 1  1    1 ,0.81450625
1 1  1    11,-0.913245405
1 1  1   1  ,-0.939791865
1 1  1   1 1,-0.820620405
1 1  1   11 ,-0.857375
1 1  1   111,-0.081557797
1 1  1  1   ,0
1 1  1  1  1,-0.99286875
1 1  1  1 1 ,-0.95
1 1  1  1 11,-0.129057797
1 1  1  11  ,-0.784526343
1 1  1  11 1,-0.038689047
1 1  1  111 ,0.775817203
1 1  1  1111,-0.864149687
1 1  1 1    ,-0.95
1 1  1 1   1,-0.95
1 1  1 1  1 ,-0.956114155
1 1  1 1  11,-0.038689047
1 1  1 1 1  ,-0.737026343
1 1  1 1 1 1,-0.038689047
1 1  1 1 11 ,-0.174182797
1 1  1 1 111,-1.631155937
1 1  1 11   ,-1.514986984
1 1  1 11  1,-0.943564047
1 1  1 11 1 ,-0.95
1 1  1 11 11,-1.581155937
1 1  1 111  ,-0.174182797
1 1  1 111 1,-1.766649687
1 1  1 1111 ,-1.581155937
1 1  1 11111,1.85963125
1 1  11     ,0.786025338
1 1  11    1,-1.562486984
1 1  11   1 ,-1.607611984
1 1  11   11,-0.081557797
1 1  11  1  ,-2.376993234
1 1  11  1 1,1.549598141
1 1  11  11 ,-0.086189047
1 1  11  111,-1.766649687
1 1  11 1   ,-2.464986984
1 1  11 1  1,0
1 1  11 1 1 ,-0.95
1 1  11 1 11,-1.678655937
1 1  11 11  ,-0.95
1 1  11 11 1,-2.581155937
1 1  11 111 ,-0.864149687
1 1  11 1111,-0.09036875
1 1  111    ,-1.594401343
1 1  111   1,-0.081557797
1 1  111  1 ,0
1 1  111  11,-1.766649687
1 1  111 1  ,-0.129057797
1 1  111 1 1,-1.678655937
1 1  111 11 ,-1.766649687
1 1  111 111,0.85963125
1 1  1111   ,1.678317203
1 1  1111  1,-1.766649687
1 1  1111 1 ,-2.581155937
1 1  1111 11,-0.09036875
1 1  11111  ,-1.766649687
1 1  11111 1,0.76700625
1 1  111111 ,0.76700625
1 1  1111111,-1.807375
1 1 1       ,0.033171022
1 1 1      1,0
1 1 1     1 ,-0.034916865
1 1 1     11,-0.657611984
1 1 1    1  ,-0.034916865
1 1 1    1 1,-0.737026343
1 1 1    11 ,-0.737026343
1 1 1    111,-0.038689047
1 1 1   1   ,-0.034916865
1 1 1   1  1,-0.779895093
1 1 1   1 1 ,-0.737026343
1 1 1   1 11,-0.122283109
1 1 1   11  ,-0.737026343
1 1 1   11 1,0
1 1 1   111 ,-0.038689047
1 1 1   1111,-0.909274688
1 1 1  1    ,-0.034916865
1 1 1  1   1,-0.737026343
1 1 1  1  1 ,-0.779895093
1 1 1  1  11,-0.038689047
1 1 1  1 1  ,-0.737026343
1 1 1  1 1 1,-0.038689047
1 1 1  1 11 ,-0.038689047
1 1 1  1 111,-0.816649687
1 1 1  11   ,-0.737026343
1 1 1  11  1,-0.038689047
1 1 1  11 1 ,0.644723141
1 1 1  11 11,-1.631155937
1 1 1  111  ,0.863810953
1 1 1  111 1,-1.766649687
1 1 1  1111 ,-1.631155937
1 1 1  11111,-0.99286875
1 1 1 1     ,-0.034916865
1 1 1 1    1,-0.737026343
1 1 1 1   1 ,-0.657611984
1 1 1 1   11,-0.081557797
1 1 1 1  1  ,-0.737026343
1 1 1 1  1 1,0
1 1 1 1  11 ,-0.081557797
1 1 1 1  111,-0.816649687
1 1 1 1 1   ,-0.737026343
1 1 1 1 1  1,-0.038689047
1 1 1 1 1 1 ,-0.081557797
1 1 1 1 1 11,-1.723780937
1 1 1 1 11 1,-1.766649687
1 1 1 1 111 ,-0.816649687
1 1 1 1 1111,0.81450625
1 1 1 11    ,-0.773780937
1 1 1 11   1,-0.038689047
1 1 1 11  1 ,-0.038689047
1 1 1 11  11,0.040725313
1 1 1 11 1  ,-0.896064047
1 1 1 11 1 1,-2.581155937
1 1 1 11 11 ,-1.631155937
1 1 1 11 111,-0.09036875
1 1 1 111   ,-0.038689047
1 1 1 111  1,-1.631155937
1 1 1 111 1 ,-1.631155937
1 1 1 111 11,-0.99286875
1 1 1 1111  ,0.040725312
1 1 1 1111 1,0.90963125
1 1 1 11111 ,-0.13549375
1 1 1 111111,0.045125
1 1 11      ,-0.034916865
1 1 11     1,-2.376993234
1 1 11    1 ,-1.729895093
1 1 11    11,-0.257776859
1 1 11   1  ,-0.737026343
1 1 11   1 1,-0.129057797
1 1 11   11 ,-0.038689047
1 1 11   111,-0.816649687
1 1 11  1   ,-0.956114155
1 1 11  1  1,-0.081557797
1 1 11  1 1 ,0
1 1 11  1 11,-0.816649687
1 1 11  11  ,-0.129057797
1 1 11  11 1,0.085850313
1 1 11  111 ,-0.816649687
1 1 11  1111,-0.99286875
1 1 11 1    ,-0.779895093
1 1 11 1   1,0.006435953
1 1 11 1  1 ,-0.129057797
1 1 11 1  11,-1.678655937
1 1 11 1 1  ,-0.038689047
1 1 11 1 1 1,-1.631155937
1 1 11 1 11 ,-2.581155937
1 1 11 1 111,-0.99286875
1 1 11 11   ,-0.0475
1 1 11 11  1,-1.766649687
1 1 11 11 1 ,0.135850313
1 1 11 11 11,-0.13549375
1 1 11 111  ,-0.95
1 1 11 111 1,-0.09036875
1 1 11 1111 ,-0.99286875
1 1 11 11111,-0.807375
1 1 111     ,-1.562486984
1 1 111    1,-0.174182797
1 1 111   1 ,-0.081557797
1 1 111   11,-0.816649687
1 1 111  1  ,-0.081557797
1 1 111  1 1,-1.766649687
1 1 111  11 ,0.128719063
1 1 111  111,-0.99286875
1 1 111 1   ,-0.081557797
1 1 111 1  1,-1.631155937
1 1 111 1 1 ,-0.909274687
1 1 111 1 11,-0.99286875
1 1 111 11  ,-0.816649687
1 1 111 11 1,-0.09036875
1 1 111 111 ,-0.09036875
1 1 111 1111,-0.904875
1 1 1111    ,-0.038689047
1 1 1111   1,-1.766649687
1 1 1111  1 ,-0.864149687
1 1 1111  11,-0.09036875
1 1 1111 1  ,-2.581155937
1 1 1111 1 1,-0.09036875
1 1 1111 11 ,-0.99286875
1 1 1111 111,-0.904875
1 1 11111   ,-1.766649687
1 1 11111  1,-0.99286875
1 1 11111 1 ,-0.09036875
1 1 11111 11,0.095125
1 1 111111  ,-0.99286875
1 1 111111 1,-1.807375
1 1 1111111 ,-0.904875
1 1 11111111,0.9025
1 11        ,-0.95
1 11       1,-0.95
1 11      1 ,0.85963125
1 11      11,-1.641901343
1 11     1  ,-0.034916865
1 11     1 1,-0.779895093
1 11     11 ,-1.555712296
1 11     111,-0.081557797
1 11    1   ,0
1 11    1  1,-1.729895093
1 11    1 1 ,-1.607611984
1 11    1 11,-0.896064047
1 11    11  ,-0.784526343
1 11    11 1,-0.081557797
1 11    111 ,-0.038689047
1 11    1111,-0.816649687
1 11   1    ,-0.904875
1 11   1   1,-1.729895093
1 11   1  1 ,-0.820620405
1 11   1  11,0.735091891
