Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
6910,moderate_player,0.103,0.225,0.672
6910,advanced_player,0.118,0.222,0.66
6920,random_player,0.506,0.224,0.27
6920,moderate_player,0.124,0.196,0.68
6920,advanced_player,0.129,0.2,0.671
6930,random_player,0.501,0.219,0.28
6930,moderate_player,0.107,0.23,0.663
6930,advanced_player,0.138,0.196,0.666
6940,random_player,0.475,0.232,0.293
6940,moderate_player,0.103,0.22,0.677
6940,advanced_player,0.145,0.194,0.661
6950,random_player,0.514,0.223,0.263
6950,moderate_player,0.098,0.223,0.679
6950,advanced_player,0.114,0.211,0.675
6960,random_player,0.533,0.213,0.254
6960,moderate_player,0.09,0.234,0.676
6960,advanced_player,0.15,0.23,0.62
6970,random_player,0.51,0.228,0.262
6970,moderate_player,0.11,0.236,0.654
6970,advanced_player,0.122,0.205,0.673
6980,random_player,0.52,0.238,0.242
6980,moderate_player,0.104,0.228,0.668
6980,advanced_player,0.133,0.199,0.668
6990,random_player,0.509,0.208,0.283
6990,moderate_player,0.119,0.21,0.671
6990,advanced_player,0.13,0.194,0.676
7000,random_player,0.508,0.223,0.269
7000,moderate_player,0.108,0.237,0.655
7000,advanced_player,0.12,0.197,0.683
7010,random_player,0.515,0.234,0.251
7010,moderate_player,0.09,0.264,0.646
7010,advanced_player,0.144,0.198,0.658
7020,random_player,0.496,0.2,0.304
7020,moderate_player,0.092,0.262,0.646
7020,advanced_player,0.157,0.19,0.653
7030,random_player,0.545,0.192,0.263
7030,moderate_player,0.101,0.238,0.661
7030,advanced_player,0.133,0.206,0.661
7040,random_player,0.515,0.204,0.281
7040,moderate_player,0.092,0.25,0.658
7040,advanced_player,0.127,0.224,0.649
7050,random_player,0.523,0.203,0.274
7050,moderate_player,0.116,0.246,0.638
7050,advanced_player,0.144,0.209,0.647
7060,random_player,0.535,0.206,0.259
7060,moderate_player,0.105,0.239,0.656
7060,advanced_player,0.138,0.189,0.673
7070,random_player,0.539,0.207,0.254
7070,moderate_player,0.098,0.257,0.645
7070,advanced_player,0.139,0.198,0.663
7080,random_player,0.533,0.183,0.284
7080,moderate_player,0.107,0.26,0.633
7080,advanced_player,0.146,0.197,0.657
7090,random_player,0.5,0.199,0.301
7090,moderate_player,0.099,0.253,0.648
7090,advanced_player,0.131,0.211,0.658
7100,random_player,0.497,0.21,0.293
7100,moderate_player,0.087,0.236,0.677
7100,advanced_player,0.137,0.178,0.685
7110,random_player,0.522,0.201,0.277
7110,moderate_player,0.09,0.253,0.657
7110,advanced_player,0.144,0.199,0.657
7120,random_player,0.5,0.201,0.299
7120,moderate_player,0.122,0.233,0.645
7120,advanced_player,0.114,0.198,0.688
7130,random_player,0.5,0.173,0.327
7130,moderate_player,0.107,0.239,0.654
7130,advanced_player,0.135,0.186,0.679
7140,random_player,0.53,0.162,0.308
7140,moderate_player,0.107,0.235,0.658
7140,advanced_player,0.147,0.173,0.68
7150,random_player,0.487,0.173,0.34
7150,moderate_player,0.101,0.252,0.647
7150,advanced_player,0.152,0.196,0.652
7160,random_player,0.49,0.194,0.316
7160,moderate_player,0.092,0.245,0.663
7160,advanced_player,0.13,0.196,0.674
7170,random_player,0.486,0.19,0.324
7170,moderate_player,0.091,0.237,0.672
7170,advanced_player,0.132,0.189,0.679
7180,random_player,0.506,0.179,0.315
7180,moderate_player,0.101,0.246,0.653
7180,advanced_player,0.163,0.166,0.671
7190,random_player,0.494,0.168,0.338
7190,moderate_player,0.106,0.256,0.638
7190,advanced_player,0.155,0.169,0.676
7200,random_player,0.56,0.132,0.308
7200,moderate_player,0.101,0.223,0.676
7200,advanced_player,0.132,0.203,0.665
7210,random_player,0.466,0.174,0.36
7210,moderate_player,0.1,0.242,0.658
7210,advanced_player,0.127,0.188,0.685
7220,random_player,0.493,0.179,0.328
7220,moderate_player,0.108,0.241,0.651
7220,advanced_player,0.139,0.176,0.685
7230,random_player,0.5,0.147,0.353
7230,moderate_player,0.1,0.233,0.667
7230,advanced_player,0.117,0.207,0.676
7240,random_player,0.512,0.135,0.353
7240,moderate_player,0.099,0.235,0.666
7240,advanced_player,0.138,0.17,0.692
7250,random_player,0.504,0.163,0.333
7250,moderate_player,0.096,0.235,0.669
7250,advanced_player,0.13,0.172,0.698
7260,random_player,0.508,0.148,0.344
7260,moderate_player,0.104,0.262,0.634
7260,advanced_player,0.128,0.196,0.676
7270,random_player,0.505,0.141,0.354
7270,moderate_player,0.097,0.251,0.652
7270,advanced_player,0.136,0.172,0.692
7280,random_player,0.508,0.151,0.341
7280,moderate_player,0.096,0.238,0.666
7280,advanced_player,0.11,0.201,0.689
7290,random_player,0.524,0.139,0.337
7290,moderate_player,0.096,0.248,0.656
7290,advanced_player,0.142,0.193,0.665
7300,random_player,0.51,0.155,0.335
7300,moderate_player,0.095,0.262,0.643
7300,advanced_player,0.122,0.199,0.679
7310,random_player,0.517,0.136,0.347
7310,moderate_player,0.096,0.219,0.685
7310,advanced_player,0.125,0.189,0.686
7320,random_player,0.478,0.188,0.334
7320,moderate_player,0.077,0.267,0.656
7320,advanced_player,0.127,0.179,0.694
7330,random_player,0.526,0.14,0.334
7330,moderate_player,0.085,0.255,0.66
7330,advanced_player,0.133,0.17,0.697
7340,random_player,0.508,0.141,0.351
7340,moderate_player,0.106,0.252,0.642
7340,advanced_player,0.128,0.188,0.684
7350,random_player,0.505,0.143,0.352
7350,moderate_player,0.117,0.237,0.646
7350,advanced_player,0.137,0.174,0.689
7360,random_player,0.503,0.169,0.328
7360,moderate_player,0.096,0.267,0.637
7360,advanced_player,0.131,0.211,0.658
7370,random_player,0.512,0.15,0.338
7370,moderate_player,0.094,0.262,0.644
7370,advanced_player,0.13,0.19,0.68
7380,random_player,0.506,0.165,0.329
7380,moderate_player,0.092,0.251,0.657
7380,advanced_player,0.125,0.211,0.664
7390,random_player,0.528,0.124,0.348
7390,moderate_player,0.095,0.249,0.656
7390,advanced_player,0.117,0.21,0.673
7400,random_player,0.538,0.136,0.326
7400,moderate_player,0.1,0.226,0.674
7400,advanced_player,0.132,0.186,0.682
7410,random_player,0.555,0.149,0.296
7410,moderate_player,0.086,0.277,0.637
7410,advanced_player,0.121,0.193,0.686
7420,random_player,0.512,0.153,0.335
7420,moderate_player,0.084,0.249,0.667
7420,advanced_player,0.134,0.17,0.696
7430,random_player,0.533,0.127,0.34
7430,moderate_player,0.105,0.246,0.649
7430,advanced_player,0.136,0.184,0.68
7440,random_player,0.521,0.143,0.336
7440,moderate_player,0.111,0.249,0.64
7440,advanced_player,0.129,0.217,0.654
7450,random_player,0.522,0.132,0.346
7450,moderate_player,0.088,0.255,0.657
7450,advanced_player,0.117,0.198,0.685
7460,random_player,0.525,0.136,0.339
7460,moderate_player,0.102,0.254,0.644
7460,advanced_player,0.111,0.22,0.669
7470,random_player,0.525,0.14,0.335
7470,moderate_player,0.098,0.223,0.679
7470,advanced_player,0.093,0.214,0.693
7480,random_player,0.498,0.178,0.324
7480,moderate_player,0.098,0.242,0.66
7480,advanced_player,0.097,0.219,0.684
7490,random_player,0.5,0.151,0.349
7490,moderate_player,0.095,0.251,0.654
7490,advanced_player,0.094,0.233,0.673
7500,random_player,0.519,0.147,0.334
7500,moderate_player,0.086,0.284,0.63
7500,advanced_player,0.102,0.204,0.694
7510,random_player,0.511,0.143,0.346
7510,moderate_player,0.097,0.265,0.638
7510,advanced_player,0.106,0.208,0.686
7520,random_player,0.492,0.149,0.359
7520,moderate_player,0.109,0.22,0.671
7520,advanced_player,0.109,0.213,0.678
7530,random_player,0.526,0.156,0.318
7530,moderate_player,0.079,0.268,0.653
7530,advanced_player,0.097,0.217,0.686
7540,random_player,0.52,0.137,0.343
7540,moderate_player,0.094,0.262,0.644
7540,advanced_player,0.118,0.201,0.681
7550,random_player,0.513,0.139,0.348
7550,moderate_player,0.095,0.25,0.655
7550,advanced_player,0.102,0.211,0.687
7560,random_player,0.514,0.152,0.334
7560,moderate_player,0.085,0.288,0.627
7560,advanced_player,0.109,0.222,0.669
7570,random_player,0.509,0.149,0.342
7570,moderate_player,0.094,0.269,0.637
7570,advanced_player,0.1,0.234,0.666
7580,random_player,0.517,0.157,0.326
7580,moderate_player,0.101,0.257,0.642
7580,advanced_player,0.112,0.198,0.69
7590,random_player,0.512,0.152,0.336
7590,moderate_player,0.114,0.26,0.626
7590,advanced_player,0.115,0.213,0.672
7600,random_player,0.494,0.157,0.349
7600,moderate_player,0.1,0.25,0.65
7600,advanced_player,0.106,0.221,0.673
7610,random_player,0.515,0.142,0.343
7610,moderate_player,0.095,0.246,0.659
7610,advanced_player,0.103,0.229,0.668
7620,random_player,0.522,0.167,0.311
7620,moderate_player,0.098,0.244,0.658
7620,advanced_player,0.101,0.221,0.678
7630,random_player,0.526,0.136,0.338
7630,moderate_player,0.097,0.26,0.643
7630,advanced_player,0.099,0.214,0.687
7640,random_player,0.525,0.142,0.333
7640,moderate_player,0.089,0.279,0.632
7640,advanced_player,0.11,0.214,0.676
7650,random_player,0.509,0.147,0.344
7650,moderate_player,0.097,0.253,0.65
7650,advanced_player,0.128,0.207,0.665
7660,random_player,0.525,0.145,0.33
7660,moderate_player,0.088,0.264,0.648
7660,advanced_player,0.108,0.213,0.679
7670,random_player,0.495,0.164,0.341
7670,moderate_player,0.089,0.265,0.646
7670,advanced_player,0.109,0.227,0.664
7680,random_player,0.498,0.167,0.335
7680,moderate_player,0.098,0.243,0.659
7680,advanced_player,0.108,0.22,0.672
7690,random_player,0.493,0.155,0.352
7690,moderate_player,0.095,0.281,0.624
7690,advanced_player,0.1,0.21,0.69
7700,random_player,0.537,0.136,0.327
7700,moderate_player,0.105,0.29,0.605
7700,advanced_player,0.098,0.219,0.683
7710,random_player,0.497,0.166,0.337
7710,moderate_player,0.092,0.249,0.659
7710,advanced_player,0.115,0.212,0.673
7720,random_player,0.496,0.144,0.36
7720,moderate_player,0.087,0.276,0.637
7720,advanced_player,0.099,0.215,0.686
7730,random_player,0.511,0.144,0.345
7730,moderate_player,0.117,0.238,0.645
7730,advanced_player,0.089,0.261,0.65
7740,random_player,0.525,0.139,0.336
7740,moderate_player,0.096,0.251,0.653
7740,advanced_player,0.089,0.263,0.648
7750,random_player,0.483,0.157,0.36
7750,moderate_player,0.092,0.258,0.65
7750,advanced_player,0.105,0.225,0.67
7760,random_player,0.51,0.157,0.333
7760,moderate_player,0.099,0.245,0.656
7760,advanced_player,0.096,0.243,0.661
7770,random_player,0.479,0.16,0.361
7770,moderate_player,0.09,0.249,0.661
7770,advanced_player,0.097,0.229,0.674
7780,random_player,0.492,0.149,0.359
7780,moderate_player,0.085,0.256,0.659
7780,advanced_player,0.102,0.228,0.67
7790,random_player,0.479,0.176,0.345
7790,moderate_player,0.108,0.245,0.647
7790,advanced_player,0.112,0.233,0.655
7800,random_player,0.496,0.133,0.371
7800,moderate_player,0.107,0.248,0.645
7800,advanced_player,0.087,0.217,0.696
7810,random_player,0.501,0.115,0.384
7810,moderate_player,0.101,0.249,0.65
7810,advanced_player,0.109,0.23,0.661
7820,random_player,0.513,0.154,0.333
7820,moderate_player,0.108,0.267,0.625
7820,advanced_player,0.105,0.223,0.672
7830,random_player,0.495,0.155,0.35
7830,moderate_player,0.097,0.275,0.628
7830,advanced_player,0.106,0.249,0.645
7840,random_player,0.498,0.144,0.358
7840,moderate_player,0.086,0.26,0.654
7840,advanced_player,0.113,0.237,0.65
7850,random_player,0.469,0.158,0.373
7850,moderate_player,0.088,0.246,0.666
7850,advanced_player,0.114,0.231,0.655
7860,random_player,0.499,0.134,0.367
7860,moderate_player,0.092,0.236,0.672
7860,advanced_player,0.088,0.254,0.658
7870,random_player,0.494,0.162,0.344
7870,moderate_player,0.095,0.246,0.659
7870,advanced_player,0.105,0.221,0.674
7880,random_player,0.507,0.126,0.367
7880,moderate_player,0.092,0.252,0.656
7880,advanced_player,0.119,0.242,0.639
7890,random_player,0.511,0.139,0.35
7890,moderate_player,0.097,0.253,0.65
7890,advanced_player,0.089,0.253,0.658
7900,random_player,0.477,0.152,0.371
7900,moderate_player,0.086,0.259,0.655
7900,advanced_player,0.106,0.239,0.655
7910,random_player,0.501,0.144,0.355
7910,moderate_player,0.1,0.242,0.658
7910,advanced_player,0.094,0.244,0.662
7920,random_player,0.527,0.135,0.338
7920,moderate_player,0.093,0.247,0.66
7920,advanced_player,0.104,0.233,0.663
7930,random_player,0.525,0.135,0.34
7930,moderate_player,0.104,0.244,0.652
7930,advanced_player,0.097,0.234,0.669
7940,random_player,0.509,0.142,0.349
7940,moderate_player,0.093,0.248,0.659
7940,advanced_player,0.085,0.269,0.646
7950,random_player,0.488,0.152,0.36
7950,moderate_player,0.088,0.265,0.647
7950,advanced_player,0.095,0.248,0.657
7960,random_player,0.487,0.143,0.37
7960,moderate_player,0.098,0.26,0.642
7960,advanced_player,0.094,0.235,0.671
7970,random_player,0.465,0.17,0.365
7970,moderate_player,0.101,0.251,0.648
7970,advanced_player,0.098,0.237,0.665
7980,random_player,0.486,0.137,0.377
7980,moderate_player,0.089,0.262,0.649
7980,advanced_player,0.11,0.238,0.652
7990,random_player,0.495,0.175,0.33
7990,moderate_player,0.121,0.242,0.637
7990,advanced_player,0.086,0.251,0.663
8000,random_player,0.476,0.164,0.36
8000,moderate_player,0.095,0.26,0.645
8000,advanced_player,0.1,0.228,0.672
8010,random_player,0.474,0.166,0.36
8010,moderate_player,0.096,0.25,0.654
8010,advanced_player,0.103,0.24,0.657
8020,random_player,0.504,0.145,0.351
8020,moderate_player,0.091,0.259,0.65
8020,advanced_player,0.113,0.236,0.651
8030,random_player,0.485,0.174,0.341
8030,moderate_player,0.09,0.268,0.642
8030,advanced_player,0.107,0.224,0.669
8040,random_player,0.511,0.151,0.338
8040,moderate_player,0.1,0.257,0.643
8040,advanced_player,0.103,0.226,0.671
8050,random_player,0.495,0.155,0.35
8050,moderate_player,0.105,0.26,0.635
8050,advanced_player,0.101,0.227,0.672
8060,random_player,0.512,0.164,0.324
8060,moderate_player,0.102,0.252,0.646
8060,advanced_player,0.081,0.261,0.658
8070,random_player,0.484,0.172,0.344
8070,moderate_player,0.079,0.257,0.664
8070,advanced_player,0.094,0.265,0.641
8080,random_player,0.506,0.145,0.349
8080,moderate_player,0.073,0.253,0.674
8080,advanced_player,0.107,0.234,0.659
8090,random_player,0.517,0.177,0.306
8090,moderate_player,0.087,0.27,0.643
8090,advanced_player,0.104,0.252,0.644
8100,random_player,0.486,0.175,0.339
8100,moderate_player,0.091,0.258,0.651
8100,advanced_player,0.097,0.257,0.646
8110,random_player,0.514,0.133,0.353
8110,moderate_player,0.078,0.268,0.654
8110,advanced_player,0.097,0.24,0.663
8120,random_player,0.504,0.156,0.34
8120,moderate_player,0.084,0.237,0.679
8120,advanced_player,0.086,0.263,0.651
8130,random_player,0.473,0.182,0.345
8130,moderate_player,0.095,0.255,0.65
8130,advanced_player,0.111,0.231,0.658
8140,random_player,0.508,0.167,0.325
8140,moderate_player,0.075,0.252,0.673
8140,advanced_player,0.092,0.228,0.68
8150,random_player,0.515,0.174,0.311
8150,moderate_player,0.083,0.273,0.644
8150,advanced_player,0.11,0.229,0.661
8160,random_player,0.511,0.179,0.31
8160,moderate_player,0.08,0.29,0.63
8160,advanced_player,0.089,0.222,0.689
8170,random_player,0.519,0.17,0.311
8170,moderate_player,0.092,0.234,0.674
8170,advanced_player,0.085,0.24,0.675
8180,random_player,0.505,0.201,0.294
8180,moderate_player,0.094,0.261,0.645
8180,advanced_player,0.119,0.218,0.663
8190,random_player,0.498,0.155,0.347
8190,moderate_player,0.081,0.259,0.66
8190,advanced_player,0.097,0.224,0.679
8200,random_player,0.496,0.154,0.35
8200,moderate_player,0.086,0.271,0.643
8200,advanced_player,0.113,0.242,0.645
8210,random_player,0.484,0.189,0.327
8210,moderate_player,0.104,0.241,0.655
8210,advanced_player,0.105,0.24,0.655
8220,random_player,0.535,0.157,0.308
8220,moderate_player,0.099,0.252,0.649
8220,advanced_player,0.113,0.23,0.657
8230,random_player,0.525,0.157,0.318
8230,moderate_player,0.098,0.267,0.635
8230,advanced_player,0.097,0.223,0.68
8240,random_player,0.519,0.167,0.314
8240,moderate_player,0.085,0.271,0.644
8240,advanced_player,0.095,0.235,0.67
8250,random_player,0.481,0.172,0.347
8250,moderate_player,0.09,0.251,0.659
8250,advanced_player,0.115,0.208,0.677
8260,random_player,0.497,0.154,0.349
8260,moderate_player,0.097,0.249,0.654
8260,advanced_player,0.104,0.257,0.639
8270,random_player,0.506,0.185,0.309
8270,moderate_player,0.089,0.256,0.655
8270,advanced_player,0.109,0.231,0.66
8280,random_player,0.483,0.196,0.321
8280,moderate_player,0.09,0.264,0.646
8280,advanced_player,0.106,0.232,0.662
8290,random_player,0.598,0.168,0.234
8290,moderate_player,0.114,0.224,0.662
8290,advanced_player,0.089,0.229,0.682
8300,random_player,0.571,0.183,0.246
8300,moderate_player,0.122,0.235,0.643
8300,advanced_player,0.089,0.251,0.66
8310,random_player,0.584,0.155,0.261
8310,moderate_player,0.121,0.228,0.651
8310,advanced_player,0.086,0.228,0.686
8320,random_player,0.566,0.17,0.264
8320,moderate_player,0.118,0.239,0.643
8320,advanced_player,0.095,0.224,0.681
8330,random_player,0.551,0.191,0.258
8330,moderate_player,0.11,0.223,0.667
8330,advanced_player,0.09,0.216,0.694
8340,random_player,0.553,0.18,0.267
8340,moderate_player,0.111,0.233,0.656
8340,advanced_player,0.096,0.216,0.688
8350,random_player,0.503,0.209,0.288
8350,moderate_player,0.119,0.222,0.659
8350,advanced_player,0.078,0.235,0.687
8360,random_player,0.508,0.181,0.311
8360,moderate_player,0.117,0.235,0.648
8360,advanced_player,0.093,0.224,0.683
8370,random_player,0.571,0.175,0.254
8370,moderate_player,0.119,0.215,0.666
8370,advanced_player,0.08,0.227,0.693
8380,random_player,0.54,0.199,0.261
8380,moderate_player,0.128,0.214,0.658
8380,advanced_player,0.084,0.223,0.693
8390,random_player,0.56,0.178,0.262
8390,moderate_player,0.116,0.212,0.672
8390,advanced_player,0.074,0.23,0.696
8400,random_player,0.524,0.194,0.282
8400,moderate_player,0.102,0.266,0.632
8400,advanced_player,0.094,0.227,0.679
8410,random_player,0.558,0.174,0.268
8410,moderate_player,0.133,0.214,0.653
8410,advanced_player,0.092,0.237,0.671
8420,random_player,0.549,0.165,0.286
8420,moderate_player,0.104,0.247,0.649
8420,advanced_player,0.088,0.223,0.689
8430,random_player,0.549,0.162,0.289
8430,moderate_player,0.12,0.228,0.652
8430,advanced_player,0.081,0.245,0.674
8440,random_player,0.541,0.165,0.294
8440,moderate_player,0.107,0.21,0.683
8440,advanced_player,0.077,0.233,0.69
8450,random_player,0.569,0.141,0.29
8450,moderate_player,0.101,0.233,0.666
8450,advanced_player,0.064,0.245,0.691
8460,random_player,0.53,0.168,0.302
8460,moderate_player,0.124,0.24,0.636
8460,advanced_player,0.082,0.207,0.711
8470,random_player,0.537,0.157,0.306
8470,moderate_player,0.109,0.254,0.637
8470,advanced_player,0.083,0.219,0.698
8480,random_player,0.515,0.157,0.328
8480,moderate_player,0.101,0.223,0.676
8480,advanced_player,0.069,0.238,0.693
8490,random_player,0.542,0.158,0.3
8490,moderate_player,0.117,0.244,0.639
8490,advanced_player,0.067,0.217,0.716
8500,random_player,0.547,0.184,0.269
8500,moderate_player,0.112,0.227,0.661
8500,advanced_player,0.092,0.202,0.706
8510,random_player,0.521,0.178,0.301
8510,moderate_player,0.115,0.225,0.66
8510,advanced_player,0.073,0.235,0.692
8520,random_player,0.544,0.188,0.268
8520,moderate_player,0.105,0.221,0.674
8520,advanced_player,0.067,0.241,0.692
8530,random_player,0.534,0.183,0.283
8530,moderate_player,0.127,0.2,0.673
8530,advanced_player,0.065,0.202,0.733
8540,random_player,0.544,0.164,0.292
8540,moderate_player,0.113,0.208,0.679
8540,advanced_player,0.079,0.209,0.712
8550,random_player,0.55,0.174,0.276
8550,moderate_player,0.113,0.213,0.674
8550,advanced_player,0.088,0.198,0.714
8560,random_player,0.534,0.192,0.274
8560,moderate_player,0.101,0.201,0.698
8560,advanced_player,0.074,0.237,0.689
8570,random_player,0.537,0.175,0.288
8570,moderate_player,0.117,0.201,0.682
8570,advanced_player,0.069,0.205,0.726
8580,random_player,0.513,0.169,0.318
8580,moderate_player,0.112,0.219,0.669
8580,advanced_player,0.082,0.205,0.713
8590,random_player,0.519,0.189,0.292
8590,moderate_player,0.114,0.219,0.667
8590,advanced_player,0.084,0.2,0.716
8600,random_player,0.534,0.173,0.293
8600,moderate_player,0.104,0.212,0.684
8600,advanced_player,0.081,0.215,0.704
8610,random_player,0.526,0.172,0.302
8610,moderate_player,0.095,0.227,0.678
8610,advanced_player,0.075,0.187,0.738
8620,random_player,0.541,0.158,0.301
8620,moderate_player,0.096,0.236,0.668
8620,advanced_player,0.09,0.218,0.692
8630,random_player,0.551,0.158,0.291
8630,moderate_player,0.116,0.21,0.674
8630,advanced_player,0.073,0.214,0.713
8640,random_player,0.528,0.195,0.277
8640,moderate_player,0.108,0.206,0.686
8640,advanced_player,0.074,0.222,0.704
8650,random_player,0.54,0.168,0.292
8650,moderate_player,0.101,0.219,0.68
8650,advanced_player,0.074,0.215,0.711
8660,random_player,0.519,0.182,0.299
8660,moderate_player,0.095,0.236,0.669
8660,advanced_player,0.064,0.226,0.71
8670,random_player,0.542,0.168,0.29
8670,moderate_player,0.113,0.217,0.67
8670,advanced_player,0.086,0.187,0.727
8680,random_player,0.547,0.164,0.289
8680,moderate_player,0.101,0.224,0.675
8680,advanced_player,0.093,0.211,0.696
8690,random_player,0.535,0.187,0.278
8690,moderate_player,0.125,0.225,0.65
8690,advanced_player,0.073,0.198,0.729
8700,random_player,0.532,0.179,0.289
8700,moderate_player,0.108,0.218,0.674
8700,advanced_player,0.063,0.217,0.72
8710,random_player,0.557,0.169,0.274
8710,moderate_player,0.108,0.237,0.655
8710,advanced_player,0.079,0.214,0.707
8720,random_player,0.531,0.181,0.288
8720,moderate_player,0.101,0.231,0.668
8720,advanced_player,0.08,0.202,0.718
8730,random_player,0.544,0.158,0.298
8730,moderate_player,0.098,0.239,0.663
8730,advanced_player,0.065,0.229,0.706
8740,random_player,0.515,0.172,0.313
8740,moderate_player,0.109,0.202,0.689
8740,advanced_player,0.078,0.212,0.71
8750,random_player,0.555,0.166,0.279
8750,moderate_player,0.125,0.212,0.663
8750,advanced_player,0.071,0.206,0.723
8760,random_player,0.542,0.18,0.278
8760,moderate_player,0.102,0.236,0.662
8760,advanced_player,0.089,0.213,0.698
8770,random_player,0.525,0.176,0.299
8770,moderate_player,0.105,0.204,0.691
8770,advanced_player,0.08,0.2,0.72
8780,random_player,0.54,0.19,0.27
8780,moderate_player,0.119,0.23,0.651
8780,advanced_player,0.069,0.229,0.702
8790,random_player,0.545,0.229,0.226
8790,moderate_player,0.107,0.223,0.67
8790,advanced_player,0.083,0.197,0.72
8800,random_player,0.529,0.218,0.253
8800,moderate_player,0.114,0.256,0.63
8800,advanced_player,0.069,0.229,0.702
8810,random_player,0.512,0.218,0.27
8810,moderate_player,0.104,0.226,0.67
8810,advanced_player,0.069,0.207,0.724
8820,random_player,0.518,0.201,0.281
8820,moderate_player,0.111,0.233,0.656
8820,advanced_player,0.08,0.208,0.712
8830,random_player,0.535,0.182,0.283
8830,moderate_player,0.105,0.242,0.653
8830,advanced_player,0.078,0.214,0.708
8840,random_player,0.513,0.186,0.301
8840,moderate_player,0.117,0.239,0.644
8840,advanced_player,0.062,0.21,0.728
8850,random_player,0.532,0.204,0.264
8850,moderate_player,0.114,0.221,0.665
8850,advanced_player,0.088,0.199,0.713
8860,random_player,0.511,0.191,0.298
8860,moderate_player,0.112,0.238,0.65
8860,advanced_player,0.069,0.225,0.706
8870,random_player,0.518,0.22,0.262
8870,moderate_player,0.111,0.231,0.658
8870,advanced_player,0.08,0.205,0.715
8880,random_player,0.524,0.18,0.296
8880,moderate_player,0.104,0.238,0.658
8880,advanced_player,0.085,0.226,0.689
8890,random_player,0.572,0.188,0.24
8890,moderate_player,0.102,0.241,0.657
8890,advanced_player,0.082,0.217,0.701
8900,random_player,0.535,0.174,0.291
8900,moderate_player,0.111,0.22,0.669
8900,advanced_player,0.075,0.214,0.711
8910,random_player,0.531,0.187,0.282
8910,moderate_player,0.107,0.226,0.667
8910,advanced_player,0.059,0.209,0.732
8920,random_player,0.555,0.151,0.294
8920,moderate_player,0.124,0.218,0.658
8920,advanced_player,0.071,0.24,0.689
8930,random_player,0.533,0.177,0.29
8930,moderate_player,0.121,0.194,0.685
8930,advanced_player,0.062,0.233,0.705
8940,random_player,0.554,0.167,0.279
8940,moderate_player,0.109,0.227,0.664
8940,advanced_player,0.081,0.208,0.711
8950,random_player,0.563,0.18,0.257
8950,moderate_player,0.13,0.225,0.645
8950,advanced_player,0.085,0.196,0.719
8960,random_player,0.549,0.178,0.273
8960,moderate_player,0.102,0.256,0.642
8960,advanced_player,0.086,0.215,0.699
8970,random_player,0.542,0.173,0.285
8970,moderate_player,0.113,0.254,0.633
8970,advanced_player,0.077,0.231,0.692
8980,random_player,0.56,0.193,0.247
8980,moderate_player,0.058,0.233,0.709
8980,advanced_player,0.063,0.144,0.793
8990,random_player,0.587,0.168,0.245
8990,moderate_player,0.082,0.208,0.71
8990,advanced_player,0.073,0.173,0.754
9000,random_player,0.58,0.158,0.262
9000,moderate_player,0.062,0.254,0.684
9000,advanced_player,0.053,0.16,0.787
9010,random_player,0.561,0.176,0.263
9010,moderate_player,0.087,0.241,0.672
9010,advanced_player,0.06,0.154,0.786
9020,random_player,0.604,0.152,0.244
9020,moderate_player,0.073,0.233,0.694
9020,advanced_player,0.06,0.146,0.794
9030,random_player,0.568,0.169,0.263
9030,moderate_player,0.088,0.23,0.682
9030,advanced_player,0.066,0.143,0.791
9040,random_player,0.58,0.164,0.256
9040,moderate_player,0.073,0.251,0.676
9040,advanced_player,0.069,0.136,0.795
9050,random_player,0.565,0.162,0.273
9050,moderate_player,0.069,0.252,0.679
9050,advanced_player,0.063,0.149,0.788
9060,random_player,0.559,0.176,0.265
9060,moderate_player,0.07,0.246,0.684
9060,advanced_player,0.062,0.141,0.797
9070,random_player,0.601,0.166,0.233
9070,moderate_player,0.065,0.242,0.693
9070,advanced_player,0.063,0.14,0.797
9080,random_player,0.573,0.172,0.255
9080,moderate_player,0.068,0.216,0.716
9080,advanced_player,0.053,0.139,0.808
9090,random_player,0.555,0.19,0.255
9090,moderate_player,0.062,0.226,0.712
9090,advanced_player,0.052,0.134,0.814
9100,random_player,0.543,0.188,0.269
9100,moderate_player,0.075,0.241,0.684
9100,advanced_player,0.07,0.148,0.782
9110,random_player,0.564,0.183,0.253
9110,moderate_player,0.078,0.227,0.695
9110,advanced_player,0.065,0.117,0.818
9120,random_player,0.513,0.188,0.299
9120,moderate_player,0.08,0.247,0.673
9120,advanced_player,0.052,0.147,0.801
9130,random_player,0.582,0.184,0.234
9130,moderate_player,0.065,0.234,0.701
9130,advanced_player,0.059,0.137,0.804
9140,random_player,0.563,0.173,0.264
9140,moderate_player,0.077,0.219,0.704
9140,advanced_player,0.053,0.138,0.809
9150,random_player,0.551,0.169,0.28
9150,moderate_player,0.075,0.202,0.723
9150,advanced_player,0.074,0.119,0.807
9160,random_player,0.574,0.17,0.256
9160,moderate_player,0.073,0.237,0.69
9160,advanced_player,0.058,0.138,0.804
9170,random_player,0.563,0.176,0.261
9170,moderate_player,0.078,0.22,0.702
9170,advanced_player,0.056,0.145,0.799
9180,random_player,0.56,0.178,0.262
9180,moderate_player,0.065,0.222,0.713
9180,advanced_player,0.068,0.122,0.81
9190,random_player,0.557,0.182,0.261
9190,moderate_player,0.065,0.226,0.709
9190,advanced_player,0.049,0.154,0.797
